Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,broad-scale_environmental_context,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,environmental_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location,Instrument,latitude_and_longitude,Library Name,LibraryLayout,LibrarySelection,LibrarySource,local-scale_environmental_context,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,unique_id,isolation_source
SRR36876840,RNA-Seq,302,235547589914,PRJNA1247874,SAMN54705889,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,66787181937,SECUREBIO,2025-07-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848542,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-08-04-a~Southern_California_20250720,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-17T00:00:00Z,2026-01-17T18:32:00Z,2,Southern_California_20250720,SRP577320,Southern_California_20250720,
SRR36876841,RNA-Seq,302,253125672356,PRJNA1247874,SAMN54705890,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,73921293673,SECUREBIO,2025-07-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848541,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-09-11-a~Southern_California_20250723,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-24T00:00:00Z,2026-01-24T00:09:00Z,2,Southern_California_20250723,SRP577320,Southern_California_20250723,
SRR36876842,RNA-Seq,302,247005661986,PRJNA1247874,SAMN54705891,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,70899135510,SECUREBIO,2025-07-27,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848540,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-08-28-a~Southern_California_20250727,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-18T00:00:00Z,2026-01-18T15:29:00Z,2,Southern_California_20250727,SRP577320,Southern_California_20250727,
SRR36876843,RNA-Seq,302,148651444452,PRJNA1247874,SAMN54705865,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,44445107752,SECUREBIO,2025-04-27,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848539,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-05-12-a~Southern_California_20250427,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-17T00:00:00Z,2026-01-17T17:15:00Z,2,Southern_California_20250427,SRP577320,Southern_California_20250427,
SRR36876844,RNA-Seq,302,255718418158,PRJNA1247874,SAMN54705892,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,73328268157,SECUREBIO,2025-07-30,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848538,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-08-28-a~Southern_California_20250730,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-17T00:00:00Z,2026-01-17T18:28:00Z,2,Southern_California_20250730,SRP577320,Southern_California_20250730,
SRR36876845,RNA-Seq,302,273182464192,PRJNA1247874,SAMN54705893,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,78211861329,SECUREBIO,2025-08-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848537,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-08-28-a~Southern_California_20250803,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-24T00:00:00Z,2026-01-24T15:50:00Z,2,Southern_California_20250803,SRP577320,Southern_California_20250803,
SRR36876846,RNA-Seq,302,252538606100,PRJNA1247874,SAMN54705894,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,73080855282,SECUREBIO,2025-08-06,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848536,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-08-28-a~Southern_California_20250806,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-17T00:00:00Z,2026-01-17T18:47:00Z,2,Southern_California_20250806,SRP577320,Southern_California_20250806,
SRR36876847,RNA-Seq,302,274650379586,PRJNA1247874,SAMN54705895,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,78979095664,SECUREBIO,2025-08-10,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848535,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-08-28-a~Southern_California_20250810,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-24T00:00:00Z,2026-02-24T08:36:00Z,2,Southern_California_20250810,SRP577320,Southern_California_20250810,
SRR36876848,RNA-Seq,302,279709113032,PRJNA1247874,SAMN54705897,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,81196635542,SECUREBIO,2025-08-17,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848534,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-09-11-a~Southern_California_20250817,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-11T00:00:00Z,2026-02-11T02:02:00Z,2,Southern_California_20250817,SRP577320,Southern_California_20250817,
SRR36876849,RNA-Seq,302,293604436240,PRJNA1247874,SAMN54705896,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,84605925903,SECUREBIO,2025-08-13,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848533,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-09-11-a~Southern_California_20250813,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T07:05:00Z,2,Southern_California_20250813,SRP577320,Southern_California_20250813,
SRR36876850,RNA-Seq,302,293094329852,PRJNA1247874,SAMN54705875,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,84236800595,SECUREBIO,2025-06-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848532,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-06-16-a~Southern_California_20250601,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-24T00:00:00Z,2026-02-24T04:43:00Z,2,Southern_California_20250601,SRP577320,Southern_California_20250601,
SRR36876851,RNA-Seq,302,363650127792,PRJNA1247874,SAMN54705876,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,104599100329,SECUREBIO,2025-06-04,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848531,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-06-23-a~Southern_California_20250604,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T02:16:00Z,2,Southern_California_20250604,SRP577320,Southern_California_20250604,
SRR36876852,RNA-Seq,302,437978588252,PRJNA1247874,SAMN54705877,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,124468059021,SECUREBIO,2025-06-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848530,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-06-23-a~Southern_California_20250608,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T17:51:00Z,2,Southern_California_20250608,SRP577320,Southern_California_20250608,
SRR36876853,RNA-Seq,302,434853440006,PRJNA1247874,SAMN54705879,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,122562859208,SECUREBIO,2025-06-15,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848529,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-06-30-a~Southern_California_20250615,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T09:46:00Z,2,Southern_California_20250615,SRP577320,Southern_California_20250615,
SRR36876854,RNA-Seq,302,468818013758,PRJNA1247874,SAMN54705878,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,130950162724,SECUREBIO,2025-06-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848528,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-06-30-a~Southern_California_20250611,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T04:05:00Z,2,Southern_California_20250611,SRP577320,Southern_California_20250611,
SRR36876855,RNA-Seq,302,496294569604,PRJNA1247874,SAMN54705880,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,139725367918,SECUREBIO,2025-06-18,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848527,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-07-07-a~Southern_California_20250618,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-24T00:00:00Z,2026-02-24T19:58:00Z,2,Southern_California_20250618,SRP577320,Southern_California_20250618,
SRR36876856,RNA-Seq,302,494316623926,PRJNA1247874,SAMN54705881,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,138178087679,SECUREBIO,2025-06-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848526,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-07-07-a~Southern_California_20250622,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T19:41:00Z,2,Southern_California_20250622,SRP577320,Southern_California_20250622,
SRR36876857,RNA-Seq,302,331464440646,PRJNA1247874,SAMN54705874,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,93707881092,SECUREBIO,2025-05-28,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848525,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-06-16-a~Southern_California_20250528,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-24T00:00:00Z,2026-02-24T04:17:00Z,2,Southern_California_20250528,SRP577320,Southern_California_20250528,
SRR36876858,RNA-Seq,302,269680653392,PRJNA1247874,SAMN54705872,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,75316528856,SECUREBIO,2025-05-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848524,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-06-07-a~Southern_California_20250521,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-19T00:00:00Z,2026-02-19T21:23:00Z,2,Southern_California_20250521,SRP577320,Southern_California_20250521,
SRR36876859,RNA-Seq,302,338342257200,PRJNA1247874,SAMN54705873,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,94533841809,SECUREBIO,2025-05-25,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848523,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-06-07-a~Southern_California_20250525,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-24T00:00:00Z,2026-02-24T08:59:00Z,2,Southern_California_20250525,SRP577320,Southern_California_20250525,
SRR36876860,RNA-Seq,302,176951926060,PRJNA1247874,SAMN54705863,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,53846940772,SECUREBIO,2025-04-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848522,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-05-12-a~Southern_California_20250420,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-17T00:00:00Z,2026-01-17T16:00:00Z,2,Southern_California_20250420,SRP577320,Southern_California_20250420,
SRR36876861,RNA-Seq,302,185318663316,PRJNA1247874,SAMN54705862,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,55409073018,SECUREBIO,2025-04-16,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848521,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-05-12-a~Southern_California_20250416,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-17T00:00:00Z,2026-01-17T13:26:00Z,2,Southern_California_20250416,SRP577320,Southern_California_20250416,
SRR36876955,RNA-Seq,302,329193537452,PRJNA1247874,SAMN54703755,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,92755973415,SECUREBIO,2025-10-13,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848759,USA,North America,"USA: West Boise and Lander Street Water Renewal Facility, ID",Illumina NovaSeq X,43.6150 N 116.2023 W,MU-CASPER-2025-10-27-a~ID_Boise_20251013,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-25T00:00:00Z,2026-02-25T21:54:00Z,2,ID_Boise_20251013,SRP577320,ID_Boise_20251013,
SRR36876956,RNA-Seq,302,386611455666,PRJNA1247874,SAMN54703756,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,113815153208,SECUREBIO,2025-10-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848757,USA,North America,"USA: West Boise and Lander Street Water Renewal Facility, ID",Illumina NovaSeq X,43.6150 N 116.2023 W,MU-CASPER-2025-11-03-a~ID_Boise_20251020,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-24T00:00:00Z,2026-02-24T19:16:00Z,2,ID_Boise_20251020,SRP577320,ID_Boise_20251020,
SRR36876957,RNA-Seq,302,408073249048,PRJNA1247874,SAMN54703757,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,112463439123,SECUREBIO,2025-10-27,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848756,USA,North America,"USA: West Boise and Lander Street Water Renewal Facility, ID",Illumina NovaSeq X,43.6150 N 116.2023 W,MU-CASPER-2025-11-10-a~ID_Boise_20251027,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-25T00:00:00Z,2026-02-25T20:47:00Z,2,ID_Boise_20251027,SRP577320,ID_Boise_20251027,
SRR36876958,RNA-Seq,302,397020344102,PRJNA1247874,SAMN54703758,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,112278224798,SECUREBIO,2025-11-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848755,USA,North America,"USA: West Boise and Lander Street Water Renewal Facility, ID",Illumina NovaSeq X,43.6150 N 116.2023 W,MU-CASPER-2025-11-24-a~ID_Boise_20251103,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T02:49:00Z,2,ID_Boise_20251103,SRP577320,ID_Boise_20251103,
SRR36876959,RNA-Seq,302,398739860830,PRJNA1247874,SAMN54703760,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,113082065702,SECUREBIO,2025-11-17,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848754,USA,North America,"USA: West Boise and Lander Street Water Renewal Facility, ID",Illumina NovaSeq X,43.6150 N 116.2023 W,MU-CASPER-2025-12-04-a~ID_Boise_20251117,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T12:18:00Z,2,ID_Boise_20251117,SRP577320,ID_Boise_20251117,
SRR36876960,RNA-Seq,302,344436053366,PRJNA1247874,SAMN54703759,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,97029129020,SECUREBIO,2025-11-10,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848753,USA,North America,"USA: West Boise and Lander Street Water Renewal Facility, ID",Illumina NovaSeq X,43.6150 N 116.2023 W,MU-CASPER-2025-12-01-a~ID_Boise_20251110,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T22:37:00Z,2,ID_Boise_20251110,SRP577320,ID_Boise_20251110,
SRR36876961,RNA-Seq,302,332959258200,PRJNA1247874,SAMN54703707,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,98533316521,SECUREBIO,2025-11-24,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848752,USA,North America,"USA: Ottumwa Water Pollution Control Facility, IA",Illumina NovaSeq X,41.0147 N 92.4113 W,MU-CASPER-2025-12-08-a~IA_Ottumwa_20251124,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T21:58:00Z,2,IA_Ottumwa_20251124,SRP577320,IA_Ottumwa_20251124,
SRR36876962,RNA-Seq,302,319810435202,PRJNA1247874,SAMN54703761,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,93960354706,SECUREBIO,2025-11-24,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848751,USA,North America,"USA: West Boise and Lander Street Water Renewal Facility, ID",Illumina NovaSeq X,43.6150 N 116.2023 W,MU-CASPER-2025-12-08-a~ID_Boise_20251124,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-25T00:00:00Z,2026-02-25T15:28:00Z,2,ID_Boise_20251124,SRP577320,ID_Boise_20251124,
SRR36876963,RNA-Seq,302,211280202036,PRJNA1247874,SAMN54703762,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,60238841803,SECUREBIO,2025-12-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848750,USA,North America,"USA: West Boise and Lander Street Water Renewal Facility, ID",Illumina NovaSeq X,43.6150 N 116.2023 W,MU-CASPER-2025-12-15-a~ID_Boise_20251201,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-17T00:00:00Z,2026-01-17T18:30:00Z,2,ID_Boise_20251201,SRP577320,ID_Boise_20251201,
SRR36876965,RNA-Seq,302,282048639384,PRJNA1247874,SAMN54703764,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,74645339793,SECUREBIO,2025-02-24,public,sra,"gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848748,USA,North America,"USA: Milan Wastewater Treatment Facility, MO",Illumina NovaSeq X,40.2014 N 93.1282 W,MU-CASPER-2025-05-28-a~MO_Milan_20250224,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-11T00:00:00Z,2026-02-11T00:23:00Z,2,MO_Milan_20250224,SRP577320,MO_Milan_20250224,
SRR36876966,RNA-Seq,302,380508398670,PRJNA1247874,SAMN54703765,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,101573436150,SECUREBIO,2025-03-05,public,sra,"gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848747,USA,North America,"USA: Milan Wastewater Treatment Facility, MO",Illumina NovaSeq X,40.2014 N 93.1282 W,MU-CASPER-2025-05-28-a~MO_Milan_20250305,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-25T00:00:00Z,2026-02-25T03:54:00Z,2,MO_Milan_20250305,SRP577320,MO_Milan_20250305,
SRR36876967,RNA-Seq,302,199305549602,PRJNA1247874,SAMN54703745,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,58084320589,SECUREBIO,2025-08-04,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848746,USA,North America,"USA: West Boise and Lander Street Water Renewal Facility, ID",Illumina NovaSeq X,43.6150 N 116.2023 W,MU-CASPER-2025-08-28-a~ID_Boise_20250804,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-23T00:00:00Z,2026-01-23T22:37:00Z,2,ID_Boise_20250804,SRP577320,ID_Boise_20250804,
SRR36876968,RNA-Seq,302,355359702614,PRJNA1247874,SAMN54703776,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,99327341990,SECUREBIO,2025-11-10,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848733,USA,North America,"USA: Monett Wastewater Treatment Plant, MO",Illumina NovaSeq X,36.9289 N 93.9285 W,MU-CASPER-2025-12-01-a~MO_Monett_20251110,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-24T00:00:00Z,2026-02-24T11:29:00Z,2,MO_Monett_20251110,SRP577320,MO_Monett_20251110,
SRR36876969,RNA-Seq,302,362418492970,PRJNA1247874,SAMN54703766,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,104348576749,SECUREBIO,2025-10-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848705,USA,North America,"USA: Milan Wastewater Treatment Facility, MO",Illumina NovaSeq X,40.2014 N 93.1282 W,MU-CASPER-2025-11-03-b~MO_Milan_20251022,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T09:44:00Z,2,MO_Milan_20251022,SRP577320,MO_Milan_20251022,
