Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,broad-scale_environmental_context,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,environmental_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location,Instrument,latitude_and_longitude,Library Name,LibraryLayout,LibrarySelection,LibrarySource,local-scale_environmental_context,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,unique_id,isolation_source
SRR37367521,RNA-Seq,300,278069585400,PRJNA1247874,SAMN55951605,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,87648232211,SECUREBIO,2025-04-30,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281258,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-05-12-a~CASPER-250430-MA_Boston_DITPS-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-27T00:00:00Z,2026-02-27T13:43:00Z,2,CASPER-250430-MA_Boston_DITPS-R1-A1~illumina,SRP577320,CASPER-250430-MA_Boston_DITPS-R1-A1~illumina,
SRR37367522,RNA-Seq,302,201966088364,PRJNA1247874,SAMN54984664,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,61246171581,SECUREBIO,2025-09-17,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281257,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,MU-CASPER-2025-10-06-a~MA_Boston_DITPN_20250917,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T23:50:00Z,2,MA_Boston_DITPN_20250917,SRP577320,MA_Boston_DITPN_20250917,
SRR37367523,RNA-Seq,302,143439723846,PRJNA1247874,SAMN54984663,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,41218363618,SECUREBIO,2025-09-10,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281256,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,MU-CASPER-2025-10-03-a~MA_Boston_DITPN_20250910,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T12:13:00Z,2,MA_Boston_DITPN_20250910,SRP577320,MA_Boston_DITPN_20250910,
SRR37367524,RNA-Seq,302,148911091368,PRJNA1247874,SAMN54984662,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,43743596885,SECUREBIO,2025-09-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281255,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,MU-CASPER-2025-09-26-a~MA_Boston_DITPN_20250903,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T14:44:00Z,2,MA_Boston_DITPN_20250903,SRP577320,MA_Boston_DITPN_20250903,
SRR37367525,RNA-Seq,302,148109631386,PRJNA1247874,SAMN54984661,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,40713615780,SECUREBIO,2025-08-27,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281254,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,MU-CASPER-2025-09-19-a~MA_Boston_DITPN_20250827,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T18:58:00Z,2,MA_Boston_DITPN_20250827,SRP577320,MA_Boston_DITPN_20250827,
SRR37367526,RNA-Seq,302,95457316962,PRJNA1247874,SAMN54984660,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,27844273923,SECUREBIO,2025-08-20,public,"sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281253,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,MU-CASPER-2025-09-11-a~MA_Boston_DITPN_20250820,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T15:12:00Z,2,MA_Boston_DITPN_20250820,SRP577320,MA_Boston_DITPN_20250820,
SRR37367527,RNA-Seq,302,147999540004,PRJNA1247874,SAMN54984659,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,41051923766,SECUREBIO,2025-08-13,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281252,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,MU-CASPER-2025-09-04-a~MA_Boston_DITPN_20250813,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T21:00:00Z,2,MA_Boston_DITPN_20250813,SRP577320,MA_Boston_DITPN_20250813,
SRR37367528,RNA-Seq,302,174020777782,PRJNA1247874,SAMN54984658,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,48378269061,SECUREBIO,2025-08-06,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281251,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,MU-CASPER-2025-09-29-a~MA_Boston_DITPN_20250806,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T13:17:00Z,2,MA_Boston_DITPN_20250806,SRP577320,MA_Boston_DITPN_20250806,
SRR37367529,RNA-Seq,300,402129390300,PRJNA1247874,SAMN55951600,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,123324326636,SECUREBIO,2025-04-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281250,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-05-12-a~CASPER-250423-MA_Boston_DITPN-R1-A1~illumina_part_2,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T17:16:00Z,2,CASPER-250423-MA_Boston_DITPN-R1-A1~illumina_part_1,SRP577320,CASPER-250423-MA_Boston_DITPN-R1-A1~illumina_part_1,
SRR37367530,RNA-Seq,302,142453912796,PRJNA1247874,SAMN54984657,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,40866848344,SECUREBIO,2025-07-30,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281232,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,MU-CASPER-2025-08-18-a~MA_Boston_DITPN_20250730,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T15:32:00Z,2,MA_Boston_DITPN_20250730,SRP577320,MA_Boston_DITPN_20250730,
SRR37367531,RNA-Seq,300,441176857500,PRJNA1247874,SAMN55951617,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,123981999652,SECUREBIO,2025-06-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281249,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-06-21-a~CASPER-250611-MA_Boston_DITPS-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-27T00:00:00Z,2026-02-27T18:24:00Z,2,CASPER-250611-MA_Boston_DITPS-R1-A1~illumina,SRP577320,CASPER-250611-MA_Boston_DITPS-R1-A1~illumina,
SRR37367532,RNA-Seq,300,402870302700,PRJNA1247874,SAMN55951616,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,113499218110,SECUREBIO,2025-06-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281248,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-06-21-a~CASPER-250611-MA_Boston_DITPN-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T09:00:00Z,2,CASPER-250611-MA_Boston_DITPN-R1-A1~illumina,SRP577320,CASPER-250611-MA_Boston_DITPN-R1-A1~illumina,
SRR37367533,RNA-Seq,300,418052764800,PRJNA1247874,SAMN55951615,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,123319087522,SECUREBIO,2025-06-04,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281247,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-06-16-a~CASPER-250604-MA_Boston_DITPS-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T15:03:00Z,2,CASPER-250604-MA_Boston_DITPS-R1-A1~illumina,SRP577320,CASPER-250604-MA_Boston_DITPS-R1-A1~illumina,
SRR37367534,RNA-Seq,300,438618855000,PRJNA1247874,SAMN55951614,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,131595671784,SECUREBIO,2025-06-04,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281246,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-06-16-a~CASPER-250604-MA_Boston_DITPN-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T21:14:00Z,2,CASPER-250604-MA_Boston_DITPN-R1-A1~illumina,SRP577320,CASPER-250604-MA_Boston_DITPN-R1-A1~illumina,
SRR37367535,RNA-Seq,300,323614939200,PRJNA1247874,SAMN55951756,"MIGS/MIMS/MIMARKS.wastewater,MIMS.me",wastewater,98580268716,SECUREBIO,2025-04-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281245,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,NAO-BCL-2025-04-22~PR-250409-MA_Boston_DITPS-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T01:25:00Z,2,PR-250409-MA_Boston_DITPS-R1-A1~illumina,SRP577320,PR-250409-MA_Boston_DITPS-R1-A1~illumina,
SRR37367536,RNA-Seq,300,484456278000,PRJNA1247874,SAMN55951754,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,154834148702,SECUREBIO,2025-04-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281244,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,NAO-BCL-2025-04-22~PR-250409-MA_Boston_DITPN-R1-A1~illumina_part_2,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T13:12:00Z,2,PR-250409-MA_Boston_DITPN-R1-A1~illumina_part_1,SRP577320,PR-250409-MA_Boston_DITPN-R1-A1~illumina_part_1,
SRR37367537,RNA-Seq,300,405965139600,PRJNA1247874,SAMN55951754,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,130433268180,SECUREBIO,2025-04-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281243,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-04-28-a~PR-250409-MA_Boston_DITPN-R1-A1~illumina_part_1,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T09:29:00Z,2,PR-250409-MA_Boston_DITPN-R1-A1~illumina_part_1,SRP577320,PR-250409-MA_Boston_DITPN-R1-A1~illumina_part_1,
SRR37367538,RNA-Seq,300,456871561200,PRJNA1247874,SAMN55951752,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,134392274514,SECUREBIO,2025-04-02,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281242,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,NAO-BCL-2025-04-14~PR-250402-MA_Boston_DITPS-R1-A1~illumina_part_2,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T13:42:00Z,2,PR-250402-MA_Boston_DITPS-R1-A1~illumina_part_1,SRP577320,PR-250402-MA_Boston_DITPS-R1-A1~illumina_part_1,
SRR37367539,RNA-Seq,300,459062437200,PRJNA1247874,SAMN55951752,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,135390657655,SECUREBIO,2025-04-02,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281241,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,NAO-BCL-2025-04-14~PR-250402-MA_Boston_DITPS-R1-A1~illumina_part_1,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T12:23:00Z,2,PR-250402-MA_Boston_DITPS-R1-A1~illumina_part_1,SRP577320,PR-250402-MA_Boston_DITPS-R1-A1~illumina_part_1,
SRR37367540,RNA-Seq,300,399728912100,PRJNA1247874,SAMN55951750,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,120368043867,SECUREBIO,2025-04-02,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281240,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,NAO-BCL-2025-04-14~PR-250402-MA_Boston_DITPN-R1-A1~illumina_part_2,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-03-01T00:00:00Z,2026-03-01T16:51:00Z,2,PR-250402-MA_Boston_DITPN-R1-A1~illumina_part_1,SRP577320,PR-250402-MA_Boston_DITPN-R1-A1~illumina_part_1,
SRR37367541,RNA-Seq,302,289430457396,PRJNA1247874,SAMN55951726,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,81731340391,SECUREBIO,2025-12-17,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281239,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,MU-CASPER-2026-01-20-a~MA_Boston_DITPS_20251217,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-27T00:00:00Z,2026-02-27T12:01:00Z,2,MA_Boston_DITPS_20251217,SRP577320,MA_Boston_DITPS_20251217,
SRR37367542,RNA-Seq,302,326965386284,PRJNA1247874,SAMN55951727,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,94083003393,SECUREBIO,2025-12-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281238,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,MU-CASPER-2026-01-27-a~MA_Boston_DITPS_20251223,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T01:53:00Z,2,MA_Boston_DITPS_20251223,SRP577320,MA_Boston_DITPS_20251223,
SRR37367543,RNA-Seq,300,362347957800,PRJNA1247874,SAMN55951613,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,129162395030,SECUREBIO,2025-05-28,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281237,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-06-09-a~CASPER-250528-MA_Boston_DITPS-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T01:33:00Z,2,CASPER-250528-MA_Boston_DITPS-R1-A1~illumina,SRP577320,CASPER-250528-MA_Boston_DITPS-R1-A1~illumina,
SRR37367544,RNA-Seq,300,353188399200,PRJNA1247874,SAMN55951746,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,103801165049,SECUREBIO,2025-03-26,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281236,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,NAO-BCL-2025-04-12~PR-250326-MA_Boston_DITPN-R1-A1~illumina_part_2,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T12:03:00Z,2,PR-250326-MA_Boston_DITPN-R1-A1~illumina_part_1,SRP577320,PR-250326-MA_Boston_DITPN-R1-A1~illumina_part_1,
SRR37367545,RNA-Seq,300,358775867400,PRJNA1247874,SAMN55951746,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,107197338428,SECUREBIO,2025-03-26,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281235,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,NAO-BCL-2025-04-11~PR-250326-MA_Boston_DITPN-R1-A1~illumina_part_1,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T12:21:00Z,2,PR-250326-MA_Boston_DITPN-R1-A1~illumina_part_1,SRP577320,PR-250326-MA_Boston_DITPN-R1-A1~illumina_part_1,
SRR37367546,RNA-Seq,302,59524485994,PRJNA1247874,SAMN55951730,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,17128652433,SECUREBIO,2025-12-04,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",grab wastewater,SRX32281234,USA,North America,"USA: New York (Hospital A), NY",Illumina NovaSeq X,40.7128 N 74.0060 W,MU-CASPER-2026-01-30-a~NYC-Hospital-A_20251204,PAIRED,cDNA,METAGENOMIC,hospital-only wastewater (access pipe within facility),wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T06:33:00Z,2,NYC-Hospital-A_20251204,SRP577320,NYC-Hospital-A_20251204,
SRR37367547,RNA-Seq,302,72913807900,PRJNA1247874,SAMN55951731,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,21220722797,SECUREBIO,2025-12-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",grab wastewater,SRX32281233,USA,North America,"USA: New York (Hospital A), NY",Illumina NovaSeq X,40.7128 N 74.0060 W,MU-CASPER-2026-01-27-a~NYC-Hospital-A_20251211,PAIRED,cDNA,METAGENOMIC,hospital-only wastewater (access pipe within facility),wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T08:38:00Z,2,NYC-Hospital-A_20251211,SRP577320,NYC-Hospital-A_20251211,
SRR37367548,RNA-Seq,302,52735225806,PRJNA1247874,SAMN55951732,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,15135987689,SECUREBIO,2025-12-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",grab wastewater,SRX32281209,USA,North America,"USA: New York (Hospital A), NY",Illumina NovaSeq X,40.7128 N 74.0060 W,MU-CASPER-2026-01-30-a~NYC-Hospital-A_20251219,PAIRED,cDNA,METAGENOMIC,hospital-only wastewater (access pipe within facility),wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T08:05:00Z,2,NYC-Hospital-A_20251219,SRP577320,NYC-Hospital-A_20251219,
SRR37367549,RNA-Seq,302,145623671274,PRJNA1247874,SAMN54984656,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,40966561151,SECUREBIO,2025-07-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281231,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,MU-CASPER-2025-08-04-a~MA_Boston_DITPN_20250723,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T14:41:00Z,2,MA_Boston_DITPN_20250723,SRP577320,MA_Boston_DITPN_20250723,
SRR37367550,RNA-Seq,302,164916201072,PRJNA1247874,SAMN54984655,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,49153383846,SECUREBIO,2025-07-16,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281230,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,MU-CASPER-2025-07-28-a~MA_Boston_DITPN_20250716,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T16:49:00Z,2,MA_Boston_DITPN_20250716,SRP577320,MA_Boston_DITPN_20250716,
SRR37367551,RNA-Seq,300,393211140300,PRJNA1247874,SAMN55951606,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,114528368657,SECUREBIO,2025-05-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281229,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-05-27-a~CASPER-250507-MA_Boston_DITPN-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T06:23:00Z,2,CASPER-250507-MA_Boston_DITPN-R1-A1~illumina,SRP577320,CASPER-250507-MA_Boston_DITPN-R1-A1~illumina,
SRR37367552,RNA-Seq,302,140630016412,PRJNA1247874,SAMN54984654,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,39663076664,SECUREBIO,2025-07-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281228,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,MU-CASPER-2025-07-21-a~MA_Boston_DITPN_20250709,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T13:01:00Z,2,MA_Boston_DITPN_20250709,SRP577320,MA_Boston_DITPN_20250709,
SRR37367553,RNA-Seq,300,327515728800,PRJNA1247874,SAMN55951676,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,96416257679,SECUREBIO,2025-12-30,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281227,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2026-02-02-a~CASPER-251230-MA_Boston_DITPS-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T02:47:00Z,2,CASPER-251230-MA_Boston_DITPS-R1-A1~illumina,SRP577320,CASPER-251230-MA_Boston_DITPS-R1-A1~illumina,
SRR37367554,RNA-Seq,300,363704864700,PRJNA1247874,SAMN55951675,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,100862052345,SECUREBIO,2025-12-30,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281226,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2026-02-02-a~CASPER-251230-MA_Boston_DITPN-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T04:56:00Z,2,CASPER-251230-MA_Boston_DITPN-R1-A1~illumina,SRP577320,CASPER-251230-MA_Boston_DITPN-R1-A1~illumina,
SRR37367555,RNA-Seq,300,382354741200,PRJNA1247874,SAMN55951674,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,113913113063,SECUREBIO,2025-12-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281225,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2026-01-24-a~CASPER-251223-MA_Boston_DITPS-R1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T13:25:00Z,2,CASPER-251223-MA_Boston_DITPS-R1~illumina,SRP577320,CASPER-251223-MA_Boston_DITPS-R1~illumina,
SRR37367556,RNA-Seq,300,330712511700,PRJNA1247874,SAMN55951673,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,100153236782,SECUREBIO,2025-12-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281224,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2026-01-24-a~CASPER-251223-MA_Boston_DITPN-R1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T04:07:00Z,2,CASPER-251223-MA_Boston_DITPN-R1~illumina,SRP577320,CASPER-251223-MA_Boston_DITPN-R1~illumina,
